SampleID,X,Y
2_330,7.54812139247439,112425052346470
2_331,2.93032539831719,2557.094212389
2_332,7.04371789768868,3158635809528.28
2_333,7.42300979022757,6965509567120842752
2_334,6.19052853581822,21694.5368054367
2_335,4.12338142968225,268323.985978926
2_336,5.73835976256101,97400110641.3981
2_337,7.70928881674101,1725831458.6737
2_338,4.88624329533386,2126.3009559259
2_339,4.68449361964604,1440715563691620096
2_340,7.86812337029484,9817233995.49837
2_341,5.73418317929784,2824602069.32487
2_342,6.29101205363335,8050690755.58064
2_343,5.24364101120949,676120.510818903
2_344,4.60985406598319,100.572705538863
2_345,7.27223292906704,1358039297.88242
2_346,7.47020534251295,63615586.231666
2_347,4.85944079439011,1289176.68432121
2_348,8.27172876471863,277666348989.669
2_349,4.38659782214403,81429367.1034579
2_350,4.32678557922982,21352.129408347
2_351,8.65617465842952,76245611.7188303
2_352,5.96157171417025,7366463008.79355
2_353,3.3093055334061,2.16966902114273
2_354,4.55382093172762,200179701.727503
2_355,6.49548175773322,12439459501.3228
2_356,6.32162959429046,64994696730.0433
2_357,8.61809600572428,691984151776955008
2_358,5.66976104045322,7887117796.62885
2_359,4.92950792836706,1704097.71157824
2_360,9.00928060262432,8913598536328.15
2_361,3.62350086866237,306.598764869507
2_362,5.79836897232577,346.261869063367
2_363,6.38524468644213,86562859.6254224
2_364,2.14075254475699,5234511.16457394
2_365,5.28868952038209,18714029.6963653
2_366,8.71901003214925,96190314908.8694
2_367,5.3319148629838,7.32736036019085
2_368,3.70810264473321,974807026.205245
2_369,7.50951870055747,281213.860792287
2_370,6.65383983235874,54138714.6034461
2_371,6.3678384353226,30210.5852757442
2_372,7.71400170588955,366866693.51504
2_373,6.27169424604565,39834585300.8713
2_374,4.2680302243667,210930878032.308
2_375,5.4052674378988,421759616086.751
2_376,5.40270872698442,158359.141701646
2_377,8.8173387086583,579685089.171092
2_378,7.88144516162014,363467976.355793
2_379,5.87360039096857,93619146213938.7
2_380,4.13883790494499,124970075.204563
2_381,9.63044535120482,1900621916986732
2_382,4.06820089793471,694250849.094032
2_383,4.9859922981388,800288.148342422
2_384,8.07685011648523,117176718798.631
2_385,9.34867805186051,9143735232290.64
2_386,2.08368550315338,48.4684090391772
2_387,3.59041510080735,2622840147.1931
2_388,5.59335703882653,4496180432.07186
2_389,7.90344232162345,100504013.634854
2_390,7.31227221205375,37824878.6158747
2_391,6.70320820281725,12467778957.8331
2_392,5.82525261990381,1595345224285.31
2_393,9.72361257149228,46377751.9140996
2_394,2.75687981190531,3731236.58993549
2_395,11.045502040295,2036730023.15307
2_396,4.57989071736786,3452681359220.38
2_397,6.02789063050774,36597812008409.6
2_398,4.24074443056252,11992726.8707724
2_399,7.40130138757996,106939885492.529
2_400,9.45911488755489,82257553015760.7
2_401,6.25868292973582,191022906551.707
2_402,3.75978433876696,1911540.25181323
2_403,5.5828237884054,5384649012.74379
2_404,9.9668635372643,4931885508.55917
2_405,5.51575421293388,34574746775.1799
2_406,7.7419185564069,54459132.3090883
2_407,2.39566076204985,8389644658.60465
2_408,6.33524220514069,13619499292860438
2_409,4.39327732079008,8349310.18843169
2_410,7.53941808481552,3363076222.87033
2_411,9.22973037292705,258899008311.201
2_412,3.29861156230343,26.365149104085
2_413,6.60929333798117,390469577.108353
2_414,7.11261719841774,2690.2514977386
2_415,5.77353454179401,2330599981.1343
2_416,8.17717477788275,2420472595093.23
2_417,8.80987244684509,2077834264.76321
2_418,0.395074693482755,2606.43903709449
2_419,8.26797456573015,248096866593537
2_420,4.40934386128233,7152492478.06062
2_421,8.55689220216,21249.7029693251
2_422,7.62846800945822,17457.3060194297
2_423,7.23024903811361,1979226.16197037
2_424,5.73590643392937,16290969.1739998
2_425,6.06673151532385,1634.43471224285
2_426,5.88353421703888,51657875.1728938
2_427,5.62554324943578,245789980358686080
2_428,8.77981791352822,9184967150515984
2_429,7.824687687899,331476503.566104
2_430,7.56976956481881,860726728.053799
2_431,5.05525553070394,810531.22369068
2_432,6.06209948975116,68392421084801.9
2_433,2.69415110416066,437930604389.171
2_434,9.28827956063722,1392215000.97259
2_435,10.8843522782636,874161383.455181
2_436,4.23439159548511,6117690993.54463
2_437,6.67704725614907,136279739764.349
2_438,7.42106018778408,8337413421.23874
2_439,3.50723200756665,8.6525524631251
2_440,5.60693932578824,2551462994.35322
2_441,8.31095914268071,104740060.841453
2_442,11.7443059149825,13089914071.0279
2_443,8.06072867543913,666291716334176
2_444,10.2295571290606,1169534260.52412
2_445,9.80977891935873,1145975708.79769
2_446,8.57794922887725,60780769923.4516
2_447,8.31949429390245,54987056723661680
2_448,10.9058123614085,6422704673296.37
2_449,7.55988680820663,752981973.29994
2_450,6.16697573853057,26.2336295509074
2_451,8.94513150301137,16823157085541186
2_452,7.06007457068123,50795208.555162
2_453,1.43164656353208,0.0115364972550499
2_454,7.16737635286,6376782584768.82
2_455,5.79702019654404,293024980162.923
2_456,1.90730159624994,66144.3305809835
2_457,5.25266255733715,218065036.090603
2_458,7.99109998517133,3425016280937596
2_459,1.97960593627315,0.00885199725312019
2_460,5.50659906239576,74.0007614501326
2_461,10.4504288008928,255831344586.9
2_462,3.98660155324164,50.4815619562976
2_463,3.66047953413024,3889922.19252094
2_464,6.03309907470446,146375320.724737
2_465,7.44666337111205,155759.880658678
2_466,9.40986022849203,61098396482.7079
2_467,5.45615177053159,3927590.22749067
2_468,4.50610933280142,6651909183.07536
2_469,9.35274497243048,7318410215.14936
2_470,5.56237859077329,154029973968.938
2_471,4.70277611732373,177386861.171472
2_472,4.21348434241112,35833738.7786501
2_473,6.49928464975593,910179081097.735
2_474,7.2877361361964,643020812.33589
2_475,8.10088732235887,63884159348666.1
2_476,7.91597802005985,1968946.62826949
2_477,7.97757841940441,8656056398.35968
2_478,6.44407408175937,264359072785.142
2_479,6.7900811355947,7041470813.34385
2_480,2.68525046070395,90961.0492345518
2_481,6.06697692437162,96619038.888345
2_482,7.73706282003193,31628366629482.1
2_483,8.92849564620168,423255355.3185
2_484,5.07914976664507,36.3694805304302
2_485,4.89273016725898,68249364385780.4
2_486,6.67256464227141,5419407694.73736
2_487,2.83290683039383,172723.961051459
2_488,5.31195310852061,3727266.21074935
2_489,6.31304378416386,4064153981.32249
2_490,6.3855863388497,421121496519.21
2_491,2.47820121057468,17040245.1518615
2_492,9.1939325748608,60465531755023.9
2_493,8.15659295119999,23951567.6879376
2_494,7.27425877296534,1138912933636061
2_495,9.13309493304251,190135599179.677
2_496,11.2086382480999,10760127332.0242
2_497,7.25166281411104,1370263.12710764
2_498,9.67285169999764,173924433714129
2_499,4.81136562817725,1693058.56391429
2_500,8.05220271780903,3423194.42016203
